Variable,A,A,A,A,B,B,B,B,C,C,C,C
1065,0.5840171476933163,0.21793127965807563,0.1980515726486081,0.0,0.21339419532510692,0.0,0.3933029023374466,0.3933029023374466,0.0,0.1086959756735417,0.26523580078221104,0.6260682235442474
1066,0.8806369210225481,0.0,0.04548597355534844,0.07387710542210348,0.35195003784106427,0.0,0.0,0.6480499621589357,0.0,0.0,0.4104511564559751,0.5895488435440249
1067,0.0,0.6229239717436568,0.37707602825634323,0.0,0.2992856424070207,0.0,0.0,0.7007143575929792,0.0,0.0,0.5,0.5
1068,0.0,0.0,0.0,1.0,0.0,0.17283930557919244,0.2504767568970424,0.5766839375237651,0.0,0.7228477461961877,0.2771522538038122,0.0
1069,0.07944018602900536,0.3343620939251919,0.5861977200458027,0.0,0.0,0.03848989843047795,0.0,0.9615101015695221,0.026813879232244427,0.43473755298222716,0.13670400927002668,0.4017445585155018
1070,0.15650142373744244,0.28938163534443495,0.5541169409181226,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
1071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1548306148929909,0.0,0.24511711457723476,0.6000522705297743
1072,0.07085267780427344,0.5821322857546006,0.2839497317422523,0.06306530469887353,0.6160942221916571,0.0,0.0,0.38390577780834295,0.28656673318949527,0.4365947597423957,0.0,0.2768385070681092
1073,0.0,0.08225776996929192,0.5271613896368074,0.3905808403939006,0.10827569222531434,0.0,0.7026763176540598,0.18904799012062595,0.0,0.15953595120802938,0.0,0.8404640487919706
1074,0.0,1.0,0.0,0.0,0.35240322986187544,0.09416251022990983,0.548824529607748,0.004609730300466827,0.0,0.26380443592741903,0.12267634079989725,0.6135192232726838
1075,0.3219727560778727,0.3598809797752704,0.0,0.3181462641468569,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
1076,0.9881949456076541,0.0,0.011805054392345842,0.0,0.9114821503634541,0.08851784963654577,0.0,0.0,0.21869056995694597,0.558063168903561,0.22324626113949303,0.0
1077,0.020528426560596162,0.1629796052591675,0.40114639879561925,0.4153455693846171,0.2785738295994095,0.36576574865395717,0.3556604217466333,0.0,1.0,0.0,0.0,0.0
1078,0.8090474693630509,0.0,0.1909525306369491,0.0,0.12293832877570661,0.0,0.8770616712242933,0.0,0.4540337662611896,0.023788648538123333,0.06814381893949745,0.4540337662611896
1079,0.15789471435752464,0.6132682021178799,0.0,0.2288370835245954,0.11311465011479918,0.42909939809213105,0.19521847740353776,0.26256747438953193,0.0,0.9783185420290076,0.021681457970992447,0.0
1080,0.419108625731025,0.48328302354098496,0.09760835072799012,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1081,0.08968193121137258,0.5960326007961931,0.0,0.3142854679924343,0.25,0.25,0.25,0.25,0.0,0.5065236078487063,0.49347639215129374,0.0
1082,0.01207905305107159,0.27197477876543064,0.3440547040749118,0.371891464108586,0.06533207783330396,0.042093793871015396,0.8169269044214746,0.07564722387420605,0.25,0.25,0.25,0.25
1083,0.0,0.0,0.2503049822629348,0.7496950177370652,0.0,0.32231490752422426,0.0,0.6776850924757758,0.0,0.18132189094475615,0.0,0.818678109055244
1084,0.0,0.7235154691127533,0.2764845308872467,0.0,0.8438829162851215,0.0,0.1561170837148785,0.0,0.6741730396474669,0.08906079058812963,0.15960756787516261,0.07715860188924084
1085,0.0,0.0,0.0,1.0,0.0,0.3472704340315472,0.0,0.6527295659684528,0.0,0.0,1.0,0.0
1086,0.0,0.6967937730168642,0.0,0.3032062269831358,0.0,0.2679341250373894,0.32674074741650316,0.40532512754610744,0.18711852912461605,0.0,0.23965576754931917,0.5732257033260648
1087,0.23600099608946531,0.6481358053283505,0.0,0.11586319858218419,0.0,0.5680337321772668,0.08088700582552014,0.35107926199721307,1.0,0.0,0.0,0.0
1088,0.6556548935702508,0.0,0.3443451064297493,0.0,0.7486517333733349,0.023075108662737265,0.0,0.2282731579639277,0.49911980264087497,0.073423899507301,0.427456297851824,0.0
1089,0.3780360874744275,0.0,0.5350596689871941,0.08690424353837836,0.0,0.4883839524993638,0.5116160475006363,0.0,0.0,0.0,0.0,1.0
1090,0.25,0.25,0.25,0.25,0.11744856810211085,0.025017250926226992,0.24122808788431785,0.6163060930873443,0.0,0.0,0.0,1.0
1091,1.0,0.0,0.0,0.0,0.0,0.8759590714816125,0.0,0.12404092851838751,0.5071672733361066,0.0,0.0,0.4928327266638935
1092,0.19556799701236133,0.36583172467361774,0.26919775304573557,0.1694025252682855,1.0,0.0,0.0,0.0,0.0,0.4319819573815605,0.1360360852368791,0.4319819573815605
1093,0.6279542092770661,0.14876254916466866,0.22328324155826507,0.0,0.0,0.3782941123628943,0.6217058876371057,0.0,0.0,0.573180069918727,0.08656214663484404,0.3402577834464288
1094,0.0,0.0,0.336627107145758,0.6633728928542421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1095,0.013000054239635342,0.9423232595633599,0.044676686197004774,0.0,0.25,0.25,0.25,0.25,0.8018845653019563,0.0,0.19811543469804382,0.0
1096,0.2101309477704044,0.49650619983059335,0.2933628523990023,0.0,1.0,0.0,0.0,0.0,0.0,0.6202249419599808,0.37977505804001915,0.0
1097,0.29547428458749936,0.0,0.4371361332959244,0.2673895821165762,0.08111779116743605,0.1824596366438166,0.23422090576474364,0.5022016664240038,0.5176063238431217,0.0,0.0,0.48239367615687834
1098,0.0,0.8502978426644001,0.0,0.14970215733559988,0.0,0.0,0.6726828060423953,0.3273171939576048,0.15546684848996056,0.269245795583252,0.5752873559267875,0.0
1099,0.625045308744958,0.37495469125504205,0.0,0.0,0.5761496045323704,0.27390163556163805,0.0,0.14994875990599163,0.0,0.17560479125063674,0.8115861317665191,0.012809076982844293
1100,0.0,0.0,0.5925072181395865,0.40749278186041343,0.0,0.07937128731500562,0.6034384395543381,0.3171902731306563,0.25,0.25,0.25,0.25
1101,0.31013638398134047,0.27777184204132405,0.08318119125616369,0.3289105827211719,0.7586716433395854,0.17799446737457855,0.0,0.06333388928583601,0.8278141256635995,0.0,0.0,0.1721858743364005
1102,0.8155377249776027,0.0,0.0,0.1844622750223973,1.0,0.0,0.0,0.0,0.294535887905426,0.0,0.6316135265226708,0.07385058557190326
1103,0.0,0.22853522489097966,0.0,0.7714647751090203,0.0,0.12894182622310807,0.8053833544432694,0.06567481933362262,0.0,0.0,0.7989671761800554,0.20103282381994447
1104,0.5742857228831255,0.42571427711687443,0.0,0.0,0.6328040278191047,0.3371565320186927,0.030039440162202374,0.0,0.3900909634637725,0.07329392662186839,0.31905336178559196,0.2175617481287671
1105,0.8276126465085971,0.17238735349140283,0.0,0.0,0.029223975541351116,0.970776024458649,0.0,0.0,0.0,0.0,0.48943490540410556,0.5105650945958945
1106,0.0,1.0,0.0,0.0,0.0,0.5235745139221618,0.13708510453441372,0.3393403815434244,0.0,0.0,0.0,1.0
1107,0.0,0.0,1.0,0.0,0.0,0.0,0.42923057084974053,0.5707694291502594,0.0,0.21085086409452997,0.0,0.7891491359054701
1108,0.11461310527790405,0.0,0.8106480445660469,0.074738850156049,0.10908593387262161,0.0,0.28421581299062654,0.6066982531367519,0.25,0.25,0.25,0.25
1109,0.1484244666008514,0.43938955582469347,0.27837966273961645,0.13380631483483862,0.1883008832305752,0.5088583850273247,0.0533734004479525,0.24946733129414755,0.24621540615107887,0.4779453891839176,0.10967116138224493,0.16616804328275844
1110,0.0,0.474753862180829,0.1299874167708034,0.3952587210483675,0.6540017138339121,0.0,0.15526369768403597,0.1907345884820519,0.5100460897321496,0.0,0.0,0.48995391026785035
1111,0.25,0.25,0.25,0.25,0.0,0.5543762097337651,0.0,0.44562379026623483,0.42650024565794015,0.0,0.0,0.5734997543420599
1112,0.0,0.0,0.0,1.0,0.2312608044291875,0.0,0.0,0.7687391955708124,0.1915772304201307,0.0,0.0,0.8084227695798692
1113,0.43029943120712466,0.0,0.43029943120712466,0.1394011375857506,0.8553849881334888,0.14461501186651118,0.0,0.0,0.6106010398195292,0.0,0.3520120513931017,0.03738690878736922
1114,0.07258297923163724,0.23992496320171025,0.34937844302911425,0.33811361453753835,0.2731769463759375,0.13640887549536823,0.2608119776060381,0.32960220052265626,0.03495262375057497,0.3185183851694108,0.6060932046235429,0.040435786456471355
1115,0.04208800072103518,0.4289978157211479,0.17351034677709326,0.3554038367807236,0.15876349943750323,0.0,0.36029069680159936,0.4809458037608975,0.03595413003017293,0.4546194694995489,0.37946518455519584,0.12996121591508236
1116,0.331648115213611,0.39905950268945084,0.18502930968972112,0.08426307240721703,0.25310566170600024,0.2472394672801972,0.4152028278233466,0.0844520431904559,0.0,0.694818046203992,0.30518195379600793,0.0
1117,0.17815575767888314,0.27795322091191343,0.0,0.5438910214092034,0.0,0.31306908082098517,0.5807531627005982,0.10617775647841665,0.0,0.5503570491402806,0.4496429508597194,0.0
1118,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.11313207605933072,0.0,0.0,0.8868679239406693
1119,0.6046171695163588,0.0,0.0,0.3953828304836411,0.5582999467221121,0.18968760883408603,0.018501663099294796,0.23351078134450715,0.0,0.0,1.0,0.0
1120,0.8215194756314913,0.0,0.0,0.17848052436850875,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
1121,0.0,0.594269594472606,0.13923503037044221,0.26649537515695176,0.5,0.0,0.5,0.0,0.0,0.2604702486963132,0.7395297513036868,0.0
1122,0.0,0.0,0.5895556896525109,0.41044431034748907,0.7245919331869575,0.0,0.27540806681304264,0.0,0.25,0.25,0.25,0.25
1123,0.027081948384075204,0.4049011964344354,0.3640634576032456,0.2039533975782438,0.09591393152664437,0.9040860684733556,0.0,0.0,0.0,0.0,0.7886327602919504,0.21136723970804958
1124,0.0,1.0,0.0,0.0,0.17401720613378077,0.8259827938662192,0.0,0.0,0.0,1.0,0.0,0.0
1125,0.5539068604997976,0.0,0.1163096079021568,0.32978353159804563,0.7664696341294157,0.16416847796847153,0.0,0.06936188790211276,0.4927692571378912,0.0,0.13871193027593326,0.3685188125861755
1126,0.09683633560409774,0.6355378784251133,0.267625785970789,0.0,0.25,0.25,0.25,0.25,0.8759170335827016,0.12408296641729835,0.0,0.0
1127,0.3997611510527439,0.0,0.35936110996557014,0.240877738981686,0.5073242041957112,0.45309828763427207,0.015514811921344197,0.024062696248672463,0.0,0.14337552077851295,0.31957687766449594,0.5370476015569912
1128,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.4354908411934292,0.3566476440917719,0.20786151471479886,0.0
1129,0.24572137850195863,0.5175204892852692,0.087544609831552,0.14921352238122026,0.26023381824406616,0.013612706655745302,0.16621990060665076,0.5599335744935378,0.0,0.3096461747904269,0.6222307979544174,0.06812302725515566
1130,0.5771665395715362,0.2066712681998321,0.0,0.2161621922286318,0.0,0.4610597163276833,0.07788056734463349,0.4610597163276833,0.14844413372192802,0.0,0.0,0.851555866278072
1131,0.21368663190271964,0.7209473041633636,0.0,0.06536606393391667,0.0,0.9312826468785698,0.0,0.06871735312143011,0.0,0.0,0.47454917261019247,0.5254508273898076
1132,0.0,0.0,1.0,0.0,0.385428806130952,0.6145711938690479,0.0,0.0,0.34613202687953626,0.0,0.0,0.6538679731204636
1133,0.0,1.0,0.0,0.0,0.398494289985408,0.27240697028620536,0.0,0.3290987397283867,0.0,0.004333960751256106,0.589845132375317,0.4058209068734269
1134,0.28435352028043276,0.0,0.7156464797195673,0.0,0.13076926526636748,0.0,0.1472588573636621,0.7219718773699705,0.0,0.0,0.0,1.0
1135,0.0,0.0,0.4114318323564829,0.5885681676435172,0.0,0.3955521578587845,0.29965512956647605,0.3047927125747395,0.0,0.6047187060159184,0.0,0.3952812939840816
1136,0.41440826748368553,0.21114375573283006,0.0,0.37444797678348446,0.1058519810026264,0.7325444904780983,0.16160352851927526,0.0,0.5385073516288291,0.0,0.14289820596439978,0.31859444240677104
1137,0.43102734142338617,0.0,0.31817787950657356,0.2507947790700403,0.2848580688830211,0.0,0.6608904976317853,0.05425143348519356,0.0,0.0,0.3857400763236913,0.6142599236763087
1138,0.018213514749367152,0.8754455780436221,0.0,0.10634090720701075,1.0,0.0,0.0,0.0,0.8501988859351225,0.0,0.0,0.14980111406487742
1139,0.5291714846565074,0.4708285153434926,0.0,0.0,0.25,0.25,0.25,0.25,0.5837900963761574,0.2834009635241294,0.13280894009971309,0.0
1140,0.6850329624935521,0.31496703750644794,0.0,0.0,0.9787255057024412,0.0,0.021274494297558868,0.0,0.6918947826196411,0.2719095903560003,0.0,0.036195627024358475
1141,0.0,0.0,0.5,0.5,0.0,0.2534865336703492,0.0,0.7465134663296509,0.1407984280619198,0.0,0.05520256968536122,0.803999002252719
1142,0.4134223605260208,0.5865776394739791,0.0,0.0,0.0,0.0,0.5705675445959062,0.42943245540409386,0.0,0.0,1.0,0.0
1143,0.2535010258579814,0.0,0.3264756462625398,0.4200233278794788,0.06688013828113477,0.6410917038061794,0.0,0.2920281579126859,0.0,0.40786947853719696,0.5921305214628031,0.0
1144,0.0731514307869307,0.45440333207134354,0.4402342228370434,0.03221101430468238,0.12491711737391861,0.8750828826260814,0.0,0.0,0.6829103819741952,0.3170896180258049,0.0,0.0
1145,0.8214388783460899,0.0,0.0,0.17856112165391003,0.5101909882011524,0.0,0.4898090117988477,0.0,0.373476700360155,0.0,0.0,0.6265232996398451
1146,0.05768842617995324,0.9423115738200468,0.0,0.0,0.0,1.0,0.0,0.0,0.2049296975744491,0.5614851066252025,0.0,0.23358519580034853
1147,0.0,1.0,0.0,0.0,0.09163359932503834,0.14701739417089743,0.619944404867833,0.14140460163623123,0.3116766018519479,0.22014146692024467,0.2439209682424724,0.22426096298533513
1148,0.25,0.25,0.25,0.25,0.5345664920237624,0.023894848860186092,0.0,0.44153865911605156,0.0,0.5185573140804673,0.3440135711564139,0.13742911476311884
1149,0.0,0.0,1.0,0.0,0.3237244273093052,0.3458668594858823,0.3304087132048126,0.0,0.2492500543573648,0.0,0.512919501852388,0.2378304437902471
1150,0.13915395145130718,0.8608460485486927,0.0,0.0,0.35396396056420476,0.0,0.6460360394357952,0.0,0.4139858302846448,0.5860141697153552,0.0,0.0
1151,0.0576843715649286,0.30955310347411086,0.6327625249609606,0.0,0.25,0.25,0.25,0.25,0.0,0.29758338384975025,0.10348416511443244,0.5989324510358173
1152,0.25,0.25,0.25,0.25,0.0,0.15479452519243675,0.23525770973958327,0.60994776506798,0.42453310145201467,0.0,0.42453310145201467,0.15093379709597057
1153,0.25,0.25,0.25,0.25,0.0,0.7090187253719651,0.2909812746280349,0.0,0.25,0.25,0.25,0.25
1154,0.24270112854053297,0.4587951957479194,0.0,0.29850367571154757,0.22257555716543106,0.0,0.7337866951513052,0.043637747683263624,0.25,0.25,0.25,0.25
1155,0.3565858838411492,0.058213242596888135,0.42149595121189665,0.1637049223500661,0.24517436997111902,0.0337936194104906,0.5885969938524916,0.1324350167658989,0.11263850797431485,0.430488119957371,0.02638525211094303,0.430488119957371
1156,0.0,0.14150025433499702,0.5493547339747479,0.30914501169025516,0.4842904170528235,0.0,0.2409189167584212,0.2747906661887553,0.3834590086955889,0.07992705337606383,0.0,0.5366139379283473
1157,0.0,0.2888604800881189,0.7111395199118812,0.0,0.16142265302356565,0.0,0.4192886734882172,0.4192886734882172,0.0,0.0,0.6521105869755404,0.34788941302445975
1158,0.5898468186955617,0.33187057525001257,0.07828260605442591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1159,0.06316500041657111,0.6374351278184172,0.2764038047820281,0.02299606698298385,0.030995391510811963,0.42273764763438465,0.32358395653047983,0.22268300432432356,0.0,0.4070546575065456,0.0,0.5929453424934543
1160,0.788017450411818,0.21198254958818197,0.0,0.0,0.442079470002399,0.5157904753160674,0.04213005468153368,0.0,0.9801962410678738,0.0,0.0,0.019803758932126207
1161,0.0,0.6089506531303488,0.39104934686965126,0.0,0.002906886833289913,0.0,0.0,0.9970931131667101,0.0,0.36112249422867265,0.6388775057713274,0.0
1162,0.21932274225852044,0.5116971333247575,0.04794433737849935,0.22103578703822283,0.10678228936388809,0.5728483755940763,0.3203693350420357,0.0,0.562889997938183,0.43711000206181705,0.0,0.0
1163,0.0,1.0,0.0,0.0,0.671252463356066,0.0,0.32874753664393397,0.0,0.0,0.0,1.0,0.0
1164,0.17755665855748168,0.42068192679494465,0.0,0.4017614146475737,0.2800872281893762,0.0,0.7199127718106239,0.0,0.02833634542198776,0.24093218840688674,0.7307314661711256,0.0
1165,0.359712411038523,0.0,0.6402875889614771,0.0,0.24334470521460577,0.3783276473926971,0.0,0.3783276473926971,0.0986048073682967,0.02551779847770043,0.6054482230193245,0.27042917113467835
1166,0.0,1.0,0.0,0.0,0.0,0.10519176432158016,0.5422515281539181,0.35255670752450163,0.0,0.0,0.5063906519313602,0.49360934806863976
1167,0.4989981989002693,0.4989981989002693,0.0,0.002003602199461452,0.006447556743307259,0.0,0.9935524432566927,0.0,0.0,0.3281332687341434,0.5509385244184428,0.12092820684741379
1168,0.0,0.4967004799988105,0.13349838998767585,0.36980113001351367,0.0,0.0,1.0,0.0,0.26327172189326864,0.29965373083508956,0.28567000320748065,0.15140454406416134
1169,0.09817600983098439,0.24846451287547267,0.6533594772935429,0.0,0.0,0.0,0.0,1.0,0.14432840612367165,0.0,0.0291267598597021,0.8265448340166264
1170,1.0,0.0,0.0,0.0,0.3447490237243859,0.1032274873599214,0.5520234889156928,0.0,0.9880889923797457,0.011911007620254242,0.0,0.0
1171,0.3255335996945293,0.0,0.6744664003054708,0.0,0.9483958576838388,0.05160414231616123,0.0,0.0,0.33054956952594744,0.1532933545970277,0.0801972035953228,0.435959872281702
1172,0.25,0.25,0.25,0.25,0.4672817421499057,0.0,0.1697860619976129,0.36293219585248143,0.0,0.0,0.8663430097097494,0.1336569902902506
1173,0.3216990919044567,0.6783009080955433,0.0,0.0,0.0,0.5515890936436496,0.4484109063563504,0.0,0.3231953981335609,0.38874282520141307,0.288061776665026,0.0
1174,0.08881366301123804,0.7723917326881816,0.1387946043005803,0.0,0.0,0.0,0.0,1.0,0.3705510828103429,0.0,0.293875797649086,0.3355731195405712
1175,0.0,0.0,0.0,1.0,0.25245548749055774,0.0,0.0,0.7475445125094422,0.4259335189664103,0.0310703339595512,0.4827854891608148,0.06021065791322377
1176,0.39253328619934624,0.4219323121197407,0.18553440168091298,0.0,0.0,0.35841824499362096,0.271614743949614,0.369967011056765,0.12500051907987508,0.36127440860918164,0.1524506637017616,0.36127440860918164
1177,0.8628624959187677,0.03465096148818425,0.0,0.1024865425930481,0.0,0.7490407329091325,0.001265646923343438,0.2496936201675241,0.0,0.0,1.0,0.0
1178,0.707582121927201,0.21042858306830722,0.0,0.08198929500449174,0.8960076022506676,0.0,0.10399239774933254,0.0,0.18447353631227822,0.3082935536613256,0.3284820404686904,0.17875086955770567
1179,0.56045073850328,0.2568057525515113,0.18274350894520872,0.0,0.0,0.8713158282870468,0.1286841717129532,0.0,0.32568375188177295,0.23472452813218136,0.19566884496455286,0.2439228750214928
1180,0.0,0.6212850303697767,0.3493634452311411,0.02935152439908224,0.0,0.26211068300698526,0.7378893169930146,0.0,0.5518928617954568,0.0,0.0,0.44810713820454323
1181,0.8750681897689592,0.0,0.0,0.12493181023104083,0.4163174499296336,0.0,0.0,0.5836825500703664,0.24517348222836832,0.35935977108828876,0.34479480084241226,0.05067194584093061
1182,0.3990658300651029,0.0,0.6009341699348971,0.0,0.0,0.22273078715709982,0.43871986900036514,0.3385493438425351,0.2664097420534426,0.19773296771546062,0.17289775223841575,0.36295953799268105
1183,0.3939616809903814,0.3458960961543837,0.0725416306915803,0.18760059216365466,0.0,0.0,0.7991577423325388,0.2008422576674612,0.2920381766582889,0.2920381766582889,0.2920381766582889,0.12388547002513335
1184,0.0,0.4437451733338416,0.23763002291866542,0.318624803747493,0.3365424781120097,0.6171927506996778,0.04626477118831242,0.0,0.3067315963067893,0.0,0.0,0.6932684036932107
1185,0.4510962329891709,0.09390013671007919,0.4330153566276919,0.02198827367305783,0.2726819474421261,0.0,0.47931419946712334,0.24800385309075065,0.7203379062497023,0.1613346358283505,0.0,0.11832745792194725
1186,0.28231954675876614,0.7176804532412339,0.0,0.0,0.268202280795846,0.39166371406124073,0.14029217740801583,0.19984182773489748,0.0,1.0,0.0,0.0
1187,0.0,0.03808015600113996,0.48701335370101484,0.47490649029784515,0.0,0.9483539640070661,0.051646035992933936,0.0,0.3647915631520378,0.0,0.21088072913203684,0.4243277077159254
1188,0.3290815392287111,0.5655185017904718,0.1053999589808171,0.0,0.3620515214096446,0.6379484785903554,0.0,0.0,0.0,0.0,1.0,0.0
1189,0.0,0.026217577248686723,0.7616285079710688,0.21215391478024437,0.0,1.0,0.0,0.0,0.17693445372095015,0.4137863084476636,0.4092792378313862,0.0
1190,0.09797584963344713,0.7741293478151277,0.0,0.12789480255142527,0.26974087777314587,0.0,0.7302591222268541,0.0,0.6941364206499295,0.0,0.0,0.3058635793500703
1191,0.5,0.0,0.5,0.0,0.0,0.0,0.708241280424714,0.291758719575286,0.0,0.550417154298998,0.0,0.449582845701002
1192,0.25,0.25,0.25,0.25,0.0,0.0,0.7820184231978569,0.2179815768021432,0.13125889638200008,0.855005207937443,0.0,0.013735895680556933
1193,0.0,0.26692066667067915,0.2342916976623578,0.4987876356669631,0.011243028252419695,0.0,0.9887569717475804,0.0,0.4397105842422117,0.13809662430937347,0.39287048509547157,0.029322306352943167
1194,0.33281837903125777,0.0,0.4546407045624261,0.21254091640631595,0.0,0.4238789655932832,0.5761210344067168,0.0,0.25842898249942037,0.122950028773729,0.0,0.6186209887268507
1195,0.0,0.0,1.0,0.0,0.2900973654125504,0.02721001491813567,0.5130319824865159,0.16966063718279803,0.08128950275940774,0.14880347507201513,0.22397019152191697,0.5459368306466601
1196,0.4647649103957349,0.534841521327653,0.00039356827661209413,0.0,0.054945296886159414,0.9450547031138407,0.0,0.0,0.0,0.5170808843897189,0.4829191156102811,0.0
1197,0.2014977739319499,0.0,0.0,0.7985022260680501,0.0,0.5154762640380305,0.058321708914337224,0.4262020270476323,0.4457963325261501,0.12876216836764862,0.0,0.42544149910620127
1198,0.25,0.25,0.25,0.25,0.3798812095726162,0.0,0.0,0.6201187904273838,0.0,0.044581933303777146,0.46729605128832863,0.4881220154078944
1199,0.0,0.0,0.0,1.0,0.0,0.6202896768329487,0.0,0.37971032316705133,0.36467318752932504,0.0,0.27065362494134987,0.36467318752932504
1200,0.22315747647536174,0.3048228322058765,0.3259170097099676,0.14610268160879397,0.0,0.047454934344806146,0.0,0.9525450656551938,0.0,0.27019540196576686,0.0,0.7298045980342333
1201,0.0,0.7745759696512102,0.0,0.22542403034878983,0.7408362302682515,0.2591637697317486,0.0,0.0,0.21655076205064022,0.19900492752210375,0.12822289608094092,0.456221414346315
1202,0.08417213566270544,0.9158278643372945,0.0,0.0,0.0,0.1432116873010536,0.5199774749738956,0.33681083772505077,0.015649760600521985,0.0,0.4240739586145779,0.5602762807849001
1203,0.7223764559739025,0.0,0.2776235440260974,0.0,0.3461542645411769,0.32512784413267054,0.09032764877385097,0.23839024255230148,0.26338157784238436,0.0,0.7261274478114176,0.010490974346198027
1204,0.0,0.19712772472964782,0.24705730933769116,0.555814965932661,0.411616452737705,0.025919054654762602,0.4846123464021612,0.07785214620537119,0.17976027692322466,0.6821204275023267,0.1381192955744486,0.0
1205,0.43198776170372094,0.5562049783172526,0.0,0.011807259979026595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1206,0.03576230182283922,0.9642376981771608,0.0,0.0,0.9745446401814742,0.0,0.0,0.025455359818525692,1.0,0.0,0.0,0.0
1207,0.0,0.0,0.4188932540301014,0.5811067459698985,0.5450579584595409,0.08388139061507585,0.37106065092538343,0.0,0.07749983827431041,0.3720378613761226,0.30348745514474995,0.24697484520481697
1208,0.3978983051142758,0.6021016948857242,0.0,0.0,0.9401621686535931,0.0,0.0,0.059837831346406835,0.3142875208654592,0.6857124791345408,0.0,0.0
1209,0.0,0.9493888820638132,0.050611117936186736,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1.0
1210,0.0,1.0,0.0,0.0,0.18037311130282654,0.685480521965876,0.0,0.1341463667312974,0.6651261941216625,0.0,0.0,0.33487380587833754
1211,0.0,0.0,1.0,0.0,0.0,0.0,0.5630543642967898,0.4369456357032103,0.0,0.5042230557907913,0.0,0.49577694420920865
1212,0.3784937285700869,0.0,0.6215062714299131,0.0,0.0,0.5547046560509965,0.0,0.4452953439490034,0.0,1.0,0.0,0.0
1213,0.3075634462359855,0.0,0.6924365537640145,0.0,0.25,0.25,0.25,0.25,0.0,0.6501623720287389,0.34983762797126106,0.0
1214,0.4025656587492757,0.23431171474323603,0.36312262650748833,0.0,0.11893463473825731,0.7857943879511533,0.0,0.09527097731058946,0.40577972476440655,0.28783663143068733,0.306383643804906,0.0
1215,0.25,0.25,0.25,0.25,0.5707089358397509,0.0,0.4292910641602491,0.0,0.015756837138264056,0.984243162861736,0.0,0.0
1216,0.29105159370934086,0.2010009941324873,0.0,0.5079474121581719,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1217,0.03157490838908624,0.7121247683102925,0.17762460105988426,0.07867572224073695,0.0,0.36867132838025396,0.5488719584667198,0.08245671315302629,0.0,0.0,0.0,1.0
1218,0.5661338369896547,0.17277194752887232,0.21164605532394093,0.04944816015753207,0.14494379944867047,0.11752758027726262,0.20010314692947864,0.5374254733445882,0.32015490021037996,0.30119736989962037,0.0,0.3786477298899996
1219,0.3705722109960205,0.5777345731424075,0.0,0.05169321586157202,0.17403441697595096,0.10720735944268367,0.6410183091937923,0.07773991438757316,0.0,0.41115180366334836,0.5291990886569558,0.05964910767969593
1220,0.0,0.35390484704154007,0.40383675816859094,0.24225839478986902,0.0,0.220158464555638,0.779841535444362,0.0,0.0,0.0,1.0,0.0
1221,0.0,0.27896759918928266,0.20917580504894878,0.5118565957617685,0.3140549732987645,0.6859450267012355,0.0,0.0,0.25,0.25,0.25,0.25
1222,1.0,0.0,0.0,0.0,0.780691647291678,0.13067591142516866,0.0,0.08863244128315335,0.0,0.30348165879610783,0.5783050064781345,0.11821333472575778
1223,1.0,0.0,0.0,0.0,0.0,0.4938504691011557,0.5061495308988443,0.0,0.4187058440723006,0.0,0.5812941559276995,0.0
1224,0.6393910046104678,0.0,0.0,0.36060899538953217,0.5210432681521866,0.0,0.34772019790133085,0.13123653394648252,0.3475690354631626,0.15925324904846724,0.0,0.4931777154883702
1225,0.5795514622077952,0.24008351298625005,0.18036502480595465,0.0,0.015176788267748547,0.22318233855206152,0.4002576327697562,0.3613832404104338,0.0,0.5,0.0,0.5
1226,0.9004580615183184,0.0,0.0,0.09954193848168154,0.46183980211989295,0.0,0.4063642102902467,0.13179598758986036,0.0,1.0,0.0,0.0
1227,1.0,0.0,0.0,0.0,0.0,0.0,0.7106246155833084,0.2893753844166916,0.007412399143578617,0.22041754458574397,0.5137582034495467,0.25841185282113077
1228,0.5692814964053818,0.0,0.16015854624616965,0.2705599573484484,0.2780728145985761,0.15463312537437815,0.10793273878229469,0.4593613212447511,0.048411614173556786,0.13225696285568048,0.36417277328139597,0.4551586496893667
1229,0.0,0.690954724548511,0.2814055251530078,0.02763975029848119,0.5759821930777764,0.0,0.0,0.4240178069222236,0.621182888738702,0.37881711126129797,0.0,0.0
1230,0.5156711860356149,0.3321605801553154,0.0,0.1521682338090696,0.0,0.11757986924297313,0.0,0.8824201307570269,0.5363591371410215,0.0,0.11678586804704173,0.34685499481193677
1231,0.0,0.8006140938475297,0.06725802942662935,0.13212787672584106,0.0,0.7986890543345405,0.2013109456654595,0.0,0.569544828952248,0.430455171047752,0.0,0.0
